REPORT_NO,STATION_NO,STATION_TYPE,WORK_ORDER_NO,CONTRACT,TITLE,AUTHOR,REPORT_TYPE,CLASSIFICATION
51504,"B14",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B15",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT17-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT17-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B07",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT16-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
50530,"BH25",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (BH-Series Drillholes & TP-Series Trial Pits)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
50530,"BH26",RC,null,HY/2008/14,"Contract No. HY/2008/14 Central Kowloon Route & Widening of Gascoigne Road Flyover (Investigation) - Ground Investigation Final Fieldwork Report (BH-Series Drillholes & TP-Series Trial Pits)","Gold Ram Engineering and Development Limited",GI,GOVERNMENT
51504,"B02",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B04",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT07-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
53816,"K21",RC,GE/2009/03.38,null,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 2 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
51504,"B10",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"B11",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT12-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT07-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT04-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT04-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
53815,"K21",RC,GE/2009/03.38,GE/2009/03,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 1 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
53816,"K22",RC,GE/2009/03.38,null,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 2 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
51504,"KT20-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT11-1",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
51504,"KT11-2",VC,GE/2008/03.25,GE/2008/03,"Kai Tak Development - Infrastructure at Former Runway & Remaining Area of North Apron & Improvement of Adjacent Waterways - Design & Construction Request for Marine Ground Investigation Works","Fugro Geotechnical Services Ltd.",GI,GOVERNMENT
53815,"K22",RC,GE/2009/03.38,GE/2009/03,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 1 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
53815,"K20",RC,GE/2009/03.38,GE/2009/03,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 1 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
53816,"K20",RC,GE/2009/03.38,null,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 2 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
53816,"K 6",RC,GE/2009/03.38,null,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 2 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
53815,"K 6",RC,GE/2009/03.38,GE/2009/03,"Agreement No. CE30/2008(CE) Kai Tak Development - Infrastructure at Former Runway & Remaining Areas of North Apron & Improvement of Adjacent Waterways Volume 1 of 2","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
55191,"MBH 9",RCG,GE/2010/02.50,GE/2010/02,"Agreement No. CE 43/2010 (HY) Central Kowloon Route - Design & Construction Marine Ground Investigation & Geophysical Surveys","Gammon Construction Limited",GI,GOVERNMENT
54941,"GB08",Grab,GE/2010/02.50A,GE/2010/02,"Marine Ground Investigation & Geophysical Surveys (Term Contract) Agreement No. CE 43/2010 (HY) Central Kowloon Route - Design & Construction","Gammon Construction Limited",GI,GOVERNMENT
54941,"VR5",VC,GE/2010/02.50A,GE/2010/02,"Marine Ground Investigation & Geophysical Surveys (Term Contract) Agreement No. CE 43/2010 (HY) Central Kowloon Route - Design & Construction","Gammon Construction Limited",GI,GOVERNMENT
58357,"D237",RCG,GE/2013/04.18A,GE/2013/04,"Agreement No. CE 43/2010 (HY) Central Kowloon Route - Design & Construction Proposed Additional Ground Investigation (GI) Works Batch 2 GI at Kai Tak, Kau Pui Lung Road & Kowloon City Road","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
58358,"D237",RCG,GE/2013/04.18A,GE/2013/04,"Agreement No. CE 43/2010 (HY) Central Kowloon Route - Design & Construction Proposed Additional Ground Investigation (GI) Works Batch 2 GI at Kai Tak, Kau Pui Lung Road & Kowloon City Road","DrilTech Ground Engineering Ltd.",GI,GOVERNMENT
